"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"rno04210","Cellular Processes","Cell growth and death","rno04210","Apoptosis","108/5855","141/10049",3.36919081709666e-06,1.68955010092642e-05,7.14518795576228e-06,"Pik3r3/Daxx/Bak1/Il3ra/Mapk1/Mapk9/Parp1/Map3k14/Tuba4a/Gadd45a/Birc3/Traf2/Cyct/Eif2ak3/Aifm1/Ddit3/Xiap/Nfkbia/Casp12/Fos/Bcl2l1/Apaf1/LOC100360940/Jun/Parp2/Casp6/Eif2s1/Raf1/Map2k1/Cycs/Casp3/Ctsb/Birc2/Cflar/Bid/Parp3/Ern1/Casp9/Gadd45g/Ntrk1/Lmnb1/Tradd/Endog/Pik3cb/Lmnb2/Ctsc/Hras/Casp2/Bcl2l11/Ripk1/Pidd1/Ctsl/Pik3r1/Ikbkb/Fas/Pik3r2/Lmna/Ctsf/Gadd45b/Map2k2/Ctsd/Parp4/Bax/Capn1/Bad/Chuk/Akt1/Dffb/Tuba1c/Nfkb1/Htra2/Nras/Itpr2/Itpr1/Rela/Capn2/Sptan1/Tp53/Diablo/Tnfrsf1a/Atm/Map3k5/Actg1/LOC100361457/Akt3/Dffa/Ptpn13/Mapk8/Atf4/Mapk10/Pdpk1/Birc5/Fadd/Ikbkg/Actb/Casp7/Dab2ip/Tuba1b/Tuba1a/Pik3ca/Mapk3/Itpr3/Traf1/Bbc3/Ctso/Akt2/Mcl1/Tnfsf10",108
"rno01232","Metabolism","Global and overview maps","rno01232","Nucleotide metabolism","68/5855","83/10049",3.60447444381187e-06,1.75589397905692e-05,7.4257593804846e-06,"Ak2/Nme2/Nme1/Guk1/Dck/Nt5m/Nt5c/Uck2/Adss/Upp1/Dut/Entpd6/Cmpk1/Pnp/Ctps1/Ada/Nt5e/Uck1/Adk/Ak8/Tk2/Dctd/Enpp3/Entpd2/Enpp1/Uckl1/Nme3/Nt5c3b/Gmpr/Dctpp1/Adsl/Dtymk/Entpd3/Ampd2/Impdh1/Nt5c2/Nme4/Nme6/Itpa/Hddc2/Lacc1/Rrm2b/Tymp/Entpd5/Impdh2/Cmpk2/Tyms/Ak9/Nt5c3a/Nme7/Ctps2/Ak6/Aprt/Entpd4/Cant1/Dguok/Gmpr2/Ak4/Tk1/Adss1/Ak1/Rrm1/Gmps/Ak3/Rrm2/LOC100359539/Hprt1/Ntpcr",68
"rno01521","Human Diseases","Drug resistance: antineoplastic","rno01521","EGFR tyrosine kinase inhibitor resistance","68/5855","83/10049",3.60447444381187e-06,1.75589397905692e-05,7.4257593804846e-06,"Pik3r3/Foxo3/Pdgfa/Mapk1/Pdgfra/Gsk3b/Prkca/Rps6kb1/Grb2/Egfr/Sos2/Sos1/Shc2/Bcl2l1/Shc4/Src/Raf1/Map2k1/Mtor/Braf/Prkcb/Igf1r/Shc3/Pik3cb/Hras/Bcl2l11/Fgfr3/Pdgfb/Gab1/Gas6/Pik3r1/Nrg2/Pik3r2/Vegfa/Eif4e2/Stat3/Map2k2/Shc1/Axl/Pten/Il6r/Bax/Bad/Rps6kb2/Akt1/Nras/Araf/Nf1/Tgfa/Akt3/Jak1/Kdr/Rps6/Plcg1/Pdgfc/Pik3ca/Met/Jak2/Mapk3/Egf/Eif4e/Eif4e1b/Eif4ebp1/Nrg1/Akt2/Il6/Prkcg/Erbb3",68
"rno00515","Metabolism","Glycan biosynthesis and metabolism","rno00515","Mannose type O-glycan biosynthesis","23/5855","23/10049",3.94861792318679e-06,1.89644888986859e-05,8.02017280172854e-06,"B4galt3/Rxylt1/Crppa/B3gat1/Fut4/Pomt1/Pomt2/Chst10/Pomk/Fkrp/B3galnt2/Pomgnt2/B4galt2/B4gat1/Pomgnt1/Fktn/Large2/St3gal3/Large1/Mgat5b/B3gat2/B4galt1/Fut9",23
"rno05210","Human Diseases","Cancer: specific types","rno05210","Colorectal cancer","77/5855","96/10049",4.06445693118088e-06,1.90878892079592e-05,8.07235938104772e-06,"Pik3r3/Bak1/Mapk1/Tgfb2/Ralb/Gsk3b/Mapk9/Rps6kb1/Grb2/Egfr/Myc/Sos2/Gadd45a/Cyct/Sos1/Tgfbr1/Fos/Jun/Tgfb3/Ralgds/Raf1/Map2k1/Cycs/Casp3/Mtor/Braf/Casp9/Rala/Gadd45g/Appl1/Ddb2/Tcf7l2/Tcf7l1/Msh2/Msh6/Pik3cb/Hras/Bcl2l11/Pik3r1/Pik3r2/Gadd45b/Map2k2/Apc/Tgfb1/Bax/Bad/Rps6kb2/Akt1/Nras/Smad3/Araf/Tp53/Smad2/Apc2/Tgfa/Akt3/Mlh1/Dcc/Mapk8/Mapk10/Rhoa/Birc5/Rac3/Polk/Ctnnb1/Smad4/Pik3ca/Rac1/Mapk3/Ccnd1/Axin2/Egf/Cdkn1a/Bbc3/Tcf7/Akt2/Axin1",77
"rno04911","Organismal Systems","Endocrine system","rno04911","Insulin secretion","70/5855","86/10049",4.11204285156871e-06,1.90878892079592e-05,8.07235938104772e-06,"Atf6b/Glp1r/Atf2/Atp1b1/Prkca/Adcy3/Plcb1/Rims2/Adcy8/Gcg/Gna11/Pclo/Creb3l1/Snap25/Rapgef4/Atp1b2/Atp1b3/Camk2d/Slc2a2/Ins1/Adcyap1r1/Prkcb/Creb3l2/Creb1/Gnaq/Kcnn2/Cck/Rab3a/Atp1a3/Ins2/Kcnn3/Ffar1/Kcnj11/Abcc8/Plcb3/Gpr119/Gnas/Atp1a1/Cacna1d/Camk2a/Cacna1c/Prkaca/Plcb4/Kcnn1/Adcy5/Stx1a/Vamp2/Atp1a2/Slc2a1/Atf4/Cckar/Kcnma1/Camk2g/Creb3/Camk2b/Ryr2/Prkacb/Pdx1/Adcy9/Chrm3/Kcnmb2/Gck/Adcy6/Kcnmb4/Adcy1/Itpr3/Trpm4/Prkcg/Creb5/Cacna1s",70
"rno04071","Environmental Information Processing","Signal transduction","rno04071","Sphingolipid signaling pathway","101/5855","131/10049",4.1422398867712e-06,1.90878892079592e-05,8.07235938104772e-06,"Ppp2r5a/Pik3r3/Smpd2/Mapk14/Mapk13/Fyn/Gna12/Mapk1/Mapk9/Degs1/Adora1/Prkca/Sptssa/Plcb1/Rock2/Sgpp1/Ppp2r5c/Ppp2ca/Traf2/Mapk11/Acer2/Ppp2r3a/Asah1/Raf1/Map2k1/Oprd1/Nsmaf/Sptlc1/Ppp2r1a/Sgms2/Ppp2r2a/Degs2/Gab2/Prkcb/Asah2/Bid/Gnaq/S1pr3/Tradd/Ppp2cb/Prkce/Prkcz/Pik3cb/Hras/Gnai2/Ppp2r5d/Ppp2r2d/Smpd1/Pik3r1/Pik3r2/Gnai3/Map2k2/Ctsd/S1pr2/Pten/Bax/S1pr5/Ppp2r5b/Sphk2/Cers2/Plcb3/Akt1/Ppp2r3c/Nfkb1/Pld1/Nras/Ppp2r2b/Plcb4/Abcc1/Mapk12/Rela/Tp53/Tnfrsf1a/Rock1/Map3k5/Sgms1/Pld2/Akt3/Cers6/Ppp2r1b/Mapk8/Mapk10/Pdpk1/Ppp2r3b/Rhoa/Rac3/Acer1/Ppp2r5e/Cers5/Pik3ca/Sgpl1/Sptlc2/Rac1/Mapk3/Ppp2r2c/Gnai1/Gna13/Akt2/Sgpp2/Prkcg/Fcer1g",101
"rno00310","Metabolism","Amino acid metabolism","rno00310","Lysine degradation","55/5855","65/10049",4.45310148024518e-06,2.02467680635148e-05,8.56245477605038e-06,"Setd1b/Aldh2/Plod3/Ehhadh/Gcdh/Smyd2/Aldh9a1/Dlst/Ezh2/Suv39h1/Setmar/Dld/Plod1/Acat1/Pipox/Hadh/Aadat/Setd7/Acat2l1/Aldh7a1/Kmt2a/Suv39h2/Nsd2/Kmt5b/Kmt5c/Colgalt1/Ash1l/Ezh1/Setd2/Setdb1/Acat2/Setdb2/Hadha/Prdm2/Ehmt2/Camkmt/Dot1l/Aass/Nsd1/Dhtkd1/Aldh3a2/Kmt5a/Prdm9/Ehmt1/Nsd3/Mecom/Echs1/Kmt2e/Tmlhe/Prdm16/Kmt2d/Kmt2b/Phykpl/Kmt2c/Smyd3",55
"rno04932","Human Diseases","Endocrine and metabolic disease","rno04932","Non-alcoholic fatty liver disease","136/5855","184/10049",5.96437624572905e-06,2.67612144709685e-05,1.13174452308155e-05,"Pik3r3/Mapk14/Mapk13/Prkab1/Cox6a1/Ndufv3/Mlxip/Ndufb4/Gsk3b/Mapk9/Sdhc/Srebf1/Adipor1/Ndufa4/Traf2/Cyct/Eif2ak3/Ddit3/Ndufa7/Mapk11/Ndufa12/Cox4i2/Adipor2/Sdhb/Prkaa2/Fos/Ndufb11/Ndufa6/Jun/Ndufb9/Ndufs3/Rxra/Ndufb2/Eif2s1/Xbp1/Cycs/Casp3/Cox6c/Ndufs4/Ndufb5/Ins1/Ndufb3/Ndufc2/Uqcrh/Bid/Ndufv2/Cyc1/Ern1/Prkaa1/Cdc42/Sdha/Ndufb8/Irs1/Ndufb10/Uqcrc2/Ndufa10/Pik3cb/Cox5b/Bcl2l11/Ndufs8/Ndufa2/Cox4i1/Ndufab1/Ndufv1/Uqcrfs1/Cox5a/Pik3r1/Ikbkb/Fas/Pik3r2/Cox6a2/Mlx/Ins2/Gsk3a/Pklr/Ndufa13/Tgfb1/Map3k11/Il6r/Bax/Ndufs6/Ndufb6/Ppara/Akt1/Cox6b1/Irs2/Ndufb7/Ndufs5/Nfkb1/Uqcrb/Cox7a2l2/Cox7a2/Ndufs7/CYTB/Uqcrc1/COX2/Mapk12/Ndufa8/Ndufa4l2/Rela/Tnfrsf1a/COX3/COX1/Map3k5/Cox7c/Akt3/Ndufs2/Sdhd/Prkab2/Mapk8/Atf4/Cox7a2l/Mapk10/Insr/Ndufa11/Mlxipl/Itch/Casp7/Ndufa1/Prkag1/Pik3ca/Uqcr10/Rac1/Ndufa9/Cox7b/Ndufa10l1/Lepr/Prkag2/Ndufa5/Ndufs1/Akt2/Uqcrq/Il6/Ndufc1/LOC120097699/Socs3",136
"rno04014","Environmental Information Processing","Signal transduction","rno04014","Ras signaling pathway","170/5855","236/10049",6.33991847347094e-06,2.80767818110856e-05,1.18738049332265e-05,"Pik3r3/Ralgdsl2/Syngap1/Pla2g1b/Pdgfa/Rasal1/Gnb2/Rasa4/Ets2/Mapk1/Kit/Pdgfra/Ralb/Mapk9/Prkca/Grb2/Egfr/Sos2/Pak3/Rapgef5/Ngfr/Pak5/Rasgrp1/Pgf/Angpt1/Rassf5/Kitlg/Tbk1/Sos1/Rap1b/Calml4/Pak6/Shc2/Bcl2l1/Ralgapa1/Pla2g4f/Shc4/Ets1/Fgf22/Gnb5/Epha2/Elk1/Ralgds/Raf1/Map2k1/Gnb4/Fgf9/Vegfc/Ralgapa2/Ins1/Rasa2/Gab2/Prkcb/Pla2g6/Rras2/Cdc42/Rala/Ntrk1/Igf1r/Shc3/Shoc2/Gnb3/Efna2/Pik3cb/Hras/Gng8/Pla2g2f/Calm3/Angpt2/Fgfr3/Pdgfb/Gab1/Csf1/Pik3r1/Ikbkb/Pik3r2/Gng3/Vegfa/Pak4/Map2k2/Ins2/Rras/Efna1/Efna4/Flt3lg/Shc1/Ntf4/Rasgrp2/Bad/Fgfr1/Pla2g3/Rab5c/Pla2g4e/Chuk/Akt1/Afdn/Plaat3/Ralbp1/Nfkb1/Rassf1/Pld1/Nras/Prkaca/Gnb1/Ntrk2/Fgfr4/Abl1/Grin1/Efna5/Rela/Ksr2/Rasa1/Nf1/Ptpn11/Tiam1/Rap1a/Ksr1/Foxo4/Pak1/Pak2/Mras/Vegfb/Rasgrp3/Pld2/Tgfa/Akt3/Abl2/Rab5b/Calm1/Mapk8/Mapk10/Stk4/Pla2g4b/Ralgdsl1/Plce1/Insr/Prkacb/Kdr/Rhoa/Fgf18/Brap/Bdnf/Rac3/Gng12/Exoc2/Ikbkg/Plcg1/Igf2/Rasa3/Rel/Pdgfc/Pik3ca/Efna3/Rab5a/Met/Pla2g2c/Rac1/Pla2g12a/Fgf1/Mapk3/Ralgapb/Flt3/Egf/Arf6/Akt2/Rasal2/Lat/Prkcg/Gng5/Calm2",170
"rno03030","Genetic Information Processing","Replication and repair","rno03030","DNA replication","34/5855","37/10049",6.531453631103e-06,2.85541754898221e-05,1.20756969967761e-05,"Dna2/Rfc3/Rfc5/Mcm7/Rfc2/Rfc4/Mcm4/Rfc1/Mcm6/Pole2/Rpa3/Rnaseh1/Rnaseh2b/Prim2/Mcm3/Rpa2/Pola1/Pold2/Lig1/Mcm2/Pold3/Pold4/Pold1/Fen1/Pola2/Pcna/Rnaseh2a/Mcm5/Prim1/Pole4/Pole/Ssbp1/Rpa1/Pole3",34
"rno05222","Human Diseases","Cancer: specific types","rno05222","Small cell lung cancer","80/5855","101/10049",6.6316052735301e-06,2.86250303578957e-05,1.21056618584094e-05,"Pik3r3/Bak1/Itga6/Lamc1/Itga3/Rxrg/Traf6/Myc/Itgav/Gadd45a/Birc3/Traf2/Cyct/Lamb1/Lamb3/Xiap/Nfkbia/Ccne2/Bcl2l1/Apaf1/Traf3/Max/Ptk2/Rxra/Cycs/Casp3/Zbtb17/Birc2/Itgb1/Casp9/Gadd45g/Traf4/Ddb2/Fn1/Ccne1/Col4a3/Rb1/Pik3cb/E2f1/Pik3r1/Ikbkb/Pik3r2/Gadd45b/Pten/Bax/Chuk/Akt1/Cdk4/Cdk2/Itga2b/Nfkb1/Rxrb/Rela/Tp53/Cdkn1b/Cks1b/Akt3/Col4a5/LOC120102505/Birc7/Traf5/Lamb2/E2f2/LOC100362620/Ikbkg/Polk/Lama5/E2f3/Pik3ca/Ccnd1/Skp2/Lamc3/Cdkn1a/Lama3/Traf1/Lama1/Akt2/Col4a2/Fhit/Rarb",80
"rno05165","Human Diseases","Infectious disease: viral","rno05165","Human papillomavirus infection","250/5855","361/10049",7.66855781562276e-06,3.2687227689092e-05,1.38235844834252e-05,"Ppp2r5a/Pik3r3/Notch4/Bak1/Hdac2/RT1-M3-1/RT1-N3/RT1-S3/Oasl/Oasl2/Col6a2/Fzd9/Tbp/Itga6/Dvl3/Hes1/Mapk1/Atp6v1a/Tnr/Lamc1/Dlg3/Gsk3b/Nherf1/Maml1/Wnt9b/Wnt3/Rps6kb1/Psmc1/Grb2/Llgl1/Itga3/Egfr/Fzd6/Sos2/Llgl2/Itga4/Atp6v1c1/Itgav/Crebbp/Ppp2r5c/Ppp2ca/Creb3l1/Lamb1/Lamb3/Tubg2/Atp6v0c/Tbk1/Sos1/Hes7/Patj/Ppp2r3a/Jag1/Ccne2/Atp6v0e2/Traf3/Irf1/Mfng/Ptk2/Tada3/Psen1/Hdac1/Prkci/Raf1/Map2k1/Casp3/Mtor/Pard6b/Itgb1/Ppp2r1a/Ppp2r2a/Pkm/Atp6v1b2/Tsc2/Atp6v1e1/Itgb7/Tsc1/Creb3l2/Rbl2/Wnt4/Col9a1/Cdc42/Foxo1/Creb1/Hey2/Stat1/Tcf7l2/Fzd5/Fn1/Tcf7l1/Ccne1/Tradd/Ppp2cb/Col4a3/Atp6v1e2/Ccna2/Wnt5a/Prkcz/Ube3a/Fzd7/Wnt11/Rb1/Pik3cb/Hras/E2f1/Tert/Ppp2r5d/Ppp2r2d/Tcirg1/Atp6v0d1/Dvl2/Pik3r1/Notch2/Ikbkb/Fas/Pik3r2/Notch1/Irf9/Dvl1/Vegfa/Map2k2/Tubg1/Apc/Irf3/Pten/Bax/Ppp2r5b/Bad/Rps6kb2/Ifnar1/Chuk/Akt1/Cdk4/Cdk2/Fzd2/Ppp2r3c/Gnas/Itga2b/Maml2/Nfkb1/Notch3/Magi1/Nras/Ubr4/Vtn/Ccna1/Ppp2r2b/RT1-M6-1/RT1-M6-2/Tyk2/Prkaca/Pard3/Csnk1a1/Pard6a/Rela/Scrib/Tp53/RT1-T24-4/Pxn/Tnfrsf1a/Apc2/RT1-CE2/Stat2/Cdkn1b/Atr/Itgb5/RT1-N2/Atm/Dlg2/Chd4/Col6a6/Akt3/Wnt9a/Dlg1/Nfx1/RT1-CE16/RT1-T24-3/Itga7/Ppp2r1b/Col4a5/Jak1/Rbl1/Itgb4/Atp6v1h/Creb3/Hes6/Mdm2/Prkacb/LOC100362738/Fzd3/Ppp2r3b/Rheb/Rbpj/Atp6v1c2/Lamb2/Ticam1/Comp/Eif2ak2/Ifnar2/Ccnd3/Rfng/Fadd/Ppp2r5e/Atp6v1g2/Ikbkg/RT1-CE11/Ctnnb1/Lama5/Atp6ap1/RT1-CE1/RT1-O1/Thbs1/Atp6v0a2/Pik3ca/Pard6g/Itga1/Atp6v0a1/Mapk3/Itga5/Thbs3/Ppp2r2c/Ccnd1/Axin2/Egf/Lamc3/Cdkn1a/Bcap31/Pals1/Lama3/Atp6v1d/Ccnd2/Lama1/Eif4ebp1/Tcf7/Maml3/RT1-CE15/Akt2/Lfng/Col4a2/Fzd4/Hey1/Wnt7b/Axin1/Atp6v1g1/Ep300/Tbpl1/Creb5/Fzd8/Vwf/Crb3/Rbpjl",250
"rno04920","Organismal Systems","Endocrine system","rno04920","Adipocytokine signaling pathway","61/5855","74/10049",7.793958288529e-06,3.28116021776344e-05,1.38761830478034e-05,"Prkab1/Camkk2/Irs3/Mapk9/Adipor1/Rxrg/Traf2/Nfkbia/Adipor2/Prkaa2/Rxra/Cpt1b/Mtor/Acsl1/Pomc/Prkaa1/Appl1/Irs1/Cpt1a/Acsl3/Tradd/Acsl5/Slc2a4/Pck2/Ikbkb/Prkcq/Acsl4/Stat3/Nfkbie/Nfkbib/G6pc1/G6pc3/Ppara/Acsl6/Chuk/Akt1/Irs2/Cpt1c/Nfkb1/Rxrb/Rela/Ptpn11/Tnfrsf1a/Akt3/Stk11/Prkab2/Slc2a1/Mapk8/Mapk10/Npy/Acsbg2/Ikbkg/Acacb/Prkag1/Jak2/Lepr/Prkag2/Akt2/Ppargc1a/Socs3/Acsbg1",61
"rno04390","Environmental Information Processing","Signal transduction","rno04390","Hippo signaling pathway","119/5855","159/10049",8.19377745653098e-06,3.40741233253301e-05,1.44101092624486e-05,"Tead3/Serpine1/Ywhag/Fzd9/Dvl3/Tgfb2/Dlg3/Rassf6/Gsk3b/Afp/Tp53bp2/Wnt9b/Wnt3/Llgl1/Myc/Ppp1cb/Fzd6/Llgl2/Limd1/Ywhae/Sav1/Ppp2ca/Birc3/Dlg5/Ctnna2/Ctnna1/Tgfbr1/Id2/Frmd6/Patj/Nf2/Wwc1/Prkci/Tgfb3/Birc2/Pard6b/Mob1b/Ppp2r1a/Csnk1d/Ppp2r2a/Ywhab/Wnt4/Tcf7l2/Fzd5/Tcf7l1/Lats1/Ppp2cb/Tead1/Wnt5a/Prkcz/Fzd7/Wnt11/Nkd2/Btrc/Wwtr1/Ppp2r2d/Dvl2/Smad7/Smad1/Ppp1ca/Dvl1/Cdh1/Apc/Tgfb1/Id1/Crb1/Fzd2/Ywhaz/Crb2/Rassf1/Wtip/Smad3/Ppp2r2b/Pard3/Pard6a/Scrib/Smad2/Ppp1cc/Apc2/Ctnna3/Actg1/LOC100361457/Dlg2/Wnt9a/Dlg1/Fbxw11/Ppp2r1b/Stk3/Dlg4/Fzd3/Birc5/Snai2/Ccnd3/Ywhaq/Ctnnb1/Bmpr1a/Actb/Smad4/Pard6g/Ywhah/Fgf1/Csnk1e/Lats2/Ppp2r2c/Ccnd1/Axin2/Amot/Mob1a/Pals1/Ccnd2/Bbc3/Tcf7/Gli2/Fzd4/Bmp2/Wnt7b/Axin1/Tp73/Fzd8",119
"rno05235","Human Diseases","Cancer: overview","rno05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","72/5855","90/10049",9.96257286089088e-06,4.09305704284794e-05,1.73097334425117e-05,"Pik3r3/Mapk14/Mapk13/Mapk1/Ifngr2/Batf3/Rps6kb1/Egfr/Traf6/Map2k6/Rasgrp1/Mapk11/Nfkbia/Fos/Alk/Jun/Lck/Ppp3cc/Raf1/Map2k1/Mtor/Ifngr1/Csnk2a2/Myd88/Stat1/Pik3cb/Hras/Pik3r1/Ikbkb/Prkcq/Pik3r2/Stat3/Nfkbie/Nfkbib/Map2k2/Pten/Rps6kb2/Chuk/Akt1/Cd274/Nfkb1/Tirap/Nras/Eml4/Mapk12/Rela/Ptpn11/Ppp3ca/Hif1a/Akt3/Nfatc1/Ticam2/Jak1/Ptpn6/Cd247/Ticam1/Map2k3/Csnk2b/Ikbkg/Plcg1/Ppp3cb/Pik3ca/Jak2/Nfatc3/Mapk3/Map3k3/Egf/Akt2/Nfatc2/Lat/Ppp3r2/Csnk2a1",72
"rno04921","Organismal Systems","Endocrine system","rno04921","Oxytocin signaling pathway","116/5855","155/10049",1.06741891658461e-05,4.33321250661133e-05,1.83253623523924e-05,"Prkab1/Trpm2/Camkk2/Mapk1/Rcan1/Cacng4/Prkca/Rgs2/Adcy3/Egfr/Cacnb1/Ppp1cb/Plcb1/Rock2/Ppp1r12a/Adcy8/Kcnj3/Oxtr/Camk1g/Calml4/Kcnj9/Prkaa2/Fos/Cacna2d4/Pla2g4f/Map2k5/Jun/Src/Ppp3cc/Elk1/Raf1/Map2k1/Camk2d/Prkcb/Prkaa1/Kcnj4/Gnaq/Npr1/Cacna2d2/Hras/Gnai2/Calm3/Eef2k/Ppp1ca/Gnao1/Gnai3/Map2k2/Camk4/Nfatc4/Ryr1/Kcnj14/Plcb3/Camk1/Pla2g4e/Cacnb2/Pik3r5/Gnas/Nras/Itpr2/Cacna1d/Camk2a/Cacna1c/Prkaca/Plcb4/Cacna2d1/Itpr1/Eef2/Ppp3ca/Cacna2d3/Ppp1cc/Adcy5/Rock1/Actg1/LOC100361457/Kcnj12/Nfatc1/Prkab2/Calm1/Gucy1b1/Camk2g/Pla2g4b/Kcnj6/Mylk/Camk2b/Ryr2/Prkacb/Rhoa/Adcy9/Mapk7/Cacng8/Actb/Cacnb3/Ppp3cb/Myl6/Adcy6/Prkag1/Ppp1r12c/Nfatc3/Mapk3/Adcy1/Ccnd1/Ppp1r12b/Cacng7/Itpr3/Gnai1/Cdkn1a/Gucy1a2/Prkag2/Kcnj2/Nfatc2/Ppp3r2/Prkcg/Cacng2/Cacng6/Calm2/Cacna1s",116
"rno04928","Organismal Systems","Endocrine system","rno04928","Parathyroid hormone synthesis, secretion and action","88/5855","114/10049",1.57256007339883e-05,6.30874100034118e-05,2.66799665703578e-05,"Atf6b/Gna12/Atf2/Mapk1/Casr/Naca/Nherf1/Prkca/Adcy3/Egfr/Rxrg/Plcb1/Adcy8/Gna11/Pde4b/Creb3l1/Fos/Mmp13/Rxra/Wnk1/Raf1/Map2k1/Braf/Akap13/Sgk1/Prkcb/Creb3l2/Mmp15/Oxsr1/Creb1/Gnaq/Sp1/Mafb/Lrp5/Gnai2/Hbegf/Gata3/Arrb2/Egr1/Pde4c/Jund/Gnai3/Wnk4/Pth1r/Plcb3/Fgfr1/Mmp17/Gnas/Stk39/Pld1/Araf/Itpr2/Nr4a2/Rxrb/Prkaca/Plcb4/Arrb1/Itpr1/Wnk3/Adcy5/Mmp16/Wnk2/Mef2d/Pld2/Atf4/Arhgef1/Creb3/Pde4d/Prkacb/Mef2a/Rhoa/Cyp27b1/Adcy9/Mmp24/Lrp6/Vdr/Adcy6/Mapk3/Adcy1/Itpr3/Gnai1/Cdkn1a/Pde4a/Gna13/Prkcg/Arhgef11/Pthlh/Creb5",88
"rno03250","Genetic Information Processing","Information processing in viruses","rno03250","Viral life cycle - HIV-1","54/5855","65/10049",1.66754097124159e-05,6.535993921763e-05,2.76410300133209e-05,"Nelfe/Ran/Nup153/Vps4b/Cxcr4/Chmp6/Crebbp/Cpsf6/Fez1/Samhd1/Aff4/Supt4h1/Pdcd6ip/Nelfb/Serinc3/Xpo1/Mllt3/Furin/Psip1/Tsg101/Map1a/Nelfa/Trim5/Trim30d/Map1b/Ccnt2/Map1s/Ell/Pin1/Cpsf7/Smarcb1/Cdk9/Ell2/Ppia/Tnpo3/Vps4a/Chmp4bl1/Hgs/Kat2a/Bicd1/Serinc5/Mllt1/Ranbp2/Chmp4b/Nelfcd/Ccnt1/Mdfic/Bicd2/Bst2/Supt5h/Kat2b/Ell3/Ppial4d/Ep300",54
"rno04929","Organismal Systems","Endocrine system","rno04929","GnRH secretion","54/5855","65/10049",1.66754097124159e-05,6.535993921763e-05,2.76410300133209e-05,"Pik3r3/Gper1/Mapk1/Prkca/Plcb1/Kcnj3/Gna11/Trpc5/Kcnj9/Gabbr2/Hcn2/Raf1/Map2k1/Trpc4/Kiss1r/Prkcb/Gnaq/Pik3cb/Hras/Kcnn2/Pik3r1/Arrb2/Pik3r2/Map2k2/Hcn3/Kcnn3/Kcnj11/Plcb3/Akt1/Nras/Gabbr1/Itpr2/Cacna1d/Cacna1c/Plcb4/Arrb1/Cacna1h/Itpr1/Kcnn1/Akt3/Kcnj6/Lhb/Kiss1/Trpc1/Pik3ca/Cacna1i/Mapk3/Hcn1/Itpr3/Cacna1g/Akt2/Prkcg/Gnrh1/Cacna1s",54
"rno04668","Environmental Information Processing","Signal transduction","rno04668","TNF signaling pathway","91/5855","119/10049",2.21300710848414e-05,8.57540254537604e-05,3.62657863471683e-05,"Pik3r3/Atf6b/Mapk14/Mapk13/Atf2/Dnm1l/Mapk1/Cxcl10/Ifi47/Mapk9/Map3k14/Il15/Tab3/Map2k4/Map2k6/Map3k7/Birc3/Creb3l1/Traf2/Lif/Mapk11/Xiap/Nfkbia/Jag1/Fos/Traf3/Irf1/Jun/Map2k1/Casp3/Birc2/Vegfc/Cflar/Creb3l2/Creb1/Cyld/Edn1/Il18r1/Tradd/Tab2/Cx3cl1/Pik3cb/Map3k8/Ripk1/Csf1/Pik3r1/Ikbkb/Bcl3/Fas/Pik3r2/Rhbdf1/Icam1/Frmd8/Rps6ka4/Chuk/Akt1/Nfkb1/Mlkl/Mapk12/Rela/Tnfrsf1a/Map3k5/Pgam5/Akt3/Map2k7/Rps6ka5/Mapk8/Atf4/Creb3/Mapk10/Bag4/Tab1/Rhbdf2/Traf5/Map2k3/Tnfaip3/Fadd/Itch/Ikbkg/Casp7/Dab2ip/Adam17/Pik3ca/Cebpb/Mapk3/Traf1/Akt2/Il6/Junb/Creb5/Socs3",91
"rno01240","Metabolism","Global and overview maps","rno01240","Biosynthesis of cofactors","119/5855","161/10049",2.25203965590251e-05,8.62860137823323e-05,3.64907667485091e-05,"Ak2/Alas2/Gusb/Coq5/Pdxk/Aldh2/Cpox/Umps/Coq2/Pmm2/Nme2/Nme1/Ugdh/Lias/Mat2b/Ppox/Adss/Pmm1/Oxsm/Mthfd1/Dld/Ggh/Cmpk1/Phospho2/Naprt/Shmt2/Ppcs/Pts/Coq3/Ctps1/Hmbs/Mthfd2/Gch1/Coq6/Mat1a/Ak8/Nqo1/Ggcx/Mat2a/Dhfr/Gclm/Nmnat3/Alpl/Alad/Spr/Dhrs3/Nme3/Lipt2/Nadk/Coq7/Akr1a1/Cox15/Uros/Fech/Urod/Lipt1/Adsl/Ugt1a7c/Ugt1a1/Ugt1a3/Ugt1a9/Ugt1a2/Ugt1a6/Ugt1a5/Ugt1a8/Gss/Mpi/Mthfd1l/Gmppb/Coasy/Gmppa/Nme4/Flad1/Nme6/Nadsyn1/Bcat2/Gphn/Rfk/Rdh13/Gclc/Pank2/Nmnat2/Pdxp/Tpk1/Nmnat1/Cmpk2/Ak9/Nme7/Ctps2/Pank3/Ak6/Aldh3a2/Dhodh/Aspdh/Mocs1/Ugp2/Pank1/Fpgs/Ak4/Ears2/Mmab/Nfs1/Vkorc1/Pnpo/Adss1/Afmid/Ak1/Vkorc1l1/Ak3/Ppcdc/Nadk2/Psat1/Mocs2/Alas1/Eprs1/Rdh11/RGD1566085/Cad/Shmt1",119
